device_id, stream_id, kernel id, kernel mangled name, grid_dimX, grid_dimY, grid_dimZ, #blocks, block_dimX, block_dimY, block_dimZ, #threads, total_insts, total_reported_insts
0, 0, kernel-1.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 5206,5206
0, 0, kernel-2.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 4712,4712
0, 0, kernel-3.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 10462,10462
0, 0, kernel-4.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 6116,6116
0, 0, kernel-5.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 35678,35678
0, 0, kernel-6.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 8744,8744
0, 0, kernel-7.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 94943,94943
0, 0, kernel-8.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 8960,8960
0, 0, kernel-9.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 125726,125726
0, 0, kernel-10.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 8960,8960
0, 0, kernel-11.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 113867,113867
0, 0, kernel-12.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 8312,8312
0, 0, kernel-13.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 48495,48495
0, 0, kernel-14.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 4424,4424
0, 0, kernel-15.trace, _Z6KernelP4NodePiPbS2_S2_S1_i, 8, 1, 1, 8, 512, 1, 1, 512, 4683,4683
0, 0, kernel-16.trace, _Z7Kernel2PbS_S_S_i, 8, 1, 1, 8, 512, 1, 1, 512, 4352,4352
